policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date,broker_code
POL-004412,Outback Assurance Group,4870,Cairns QLD,T-W,Home,370054,Roof Tie-Down,3110.8,2024-09-02,2025-09-02,BRK-4118
POL-004413,Northbeam General,4740,Mackay QLD,Q-S,Home,641919,Roof Tie-Down,3588.21,2023-04-13,2024-04-12,BRK-2071
POL-004414,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Strata,8564250,Roof Tie-Down,30357.58,2023-01-12,2024-01-12,BRK-3390
POL-004415,Outback Assurance Group,6000,Perth WA,B-F,Home,508581,,836.17,2023-09-12,2024-09-11,BRK-3390
POL-004416,Northbeam General,810,Darwin NT,T-W,SME,1120884,Shutters Installed,8872.88,2023-01-04,2024-01-04,BRK-1042
POL-004417,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,276302,,1814.07,2024-06-06,2025-06-06,BRK-3390
POL-004418,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,993764,,4478.36,2025-08-08,2026-08-08,BRK-1042
POL-004419,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,821721,,1399.46,2024-05-30,2025-05-30,BRK-3390
POL-004420,Outback Assurance Group,4703,Rockhampton QLD,Q-S,SME,746797,,4372.9,2024-01-06,2025-01-05,
POL-004421,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,754255,Shutters Installed,1149.4,2023-12-13,2024-12-12,BRK-4118
POL-004422,Northbeam General,4655,Hervey Bay QLD,L-P,Home,611927,,2375.85,2025-06-16,2026-06-16,BRK-4118
POL-004423,Northbeam General,4825,Mount Isa QLD,B-F,Home,342722,,573.78,2024-07-10,2025-07-10,BRK-1042
POL-004424,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Home,788157,Shutters Installed,4747.8,2024-08-19,2025-08-19,BRK-4118
POL-004425,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,605335,,6104.95,2025-06-02,2026-06-02,BRK-3390
POL-004426,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,335402,,2335.78,2024-12-17,2025-12-17,
POL-004427,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,723852,Elevated Slab,4325.27,2025-07-03,2026-07-03,
POL-004428,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,650542,Shutters Installed,4732.87,2023-04-06,2024-04-05,BRK-3390
POL-004429,Northbeam General,6000,Perth WA,B-F,Home,832253,Shutters Installed,1296.42,2023-08-02,2024-08-01,
POL-004430,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,834426,Shutters Installed,4567.37,2025-05-02,2026-05-02,BRK-1042
POL-004431,Northbeam General,4737,Bowen QLD,Q-S,Home,313586,,1838.31,2023-10-14,2024-10-13,BRK-1042
POL-004432,Northbeam General,6721,Port Hedland WA,T-W,Home,865642,,8715.43,2024-04-10,2025-04-10,BRK-2071
POL-004433,Northbeam General,4825,Mount Isa QLD,B-F,Home,497814,,814.45,2023-08-20,2024-08-19,BRK-1042
POL-004434,Outback Assurance Group,6000,Perth WA,B-F,Home,723105,Elevated Slab,1069.47,2025-02-12,2026-02-12,BRK-1042
POL-004435,Pacific Rim Insurance,6000,Perth WA,B-F,Strata,2005407,Shutters Installed,2946.89,2023-10-15,2024-10-14,BRK-3390
POL-004436,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,710103,,4823.71,2023-08-11,2024-08-10,BRK-3390
POL-004437,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,270482,Shutters Installed,443.34,2025-05-15,2026-05-15,BRK-1042
POL-004438,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,862028,,6041.35,2024-01-04,2025-01-03,BRK-2071
POL-004439,Outback Assurance Group,6721,Port Hedland WA,T-W,SME,892272,Elevated Slab,6636.16,2023-02-22,2024-02-22,BRK-3390
POL-004440,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,721413,Shutters Installed,5664.7,2024-11-20,2025-11-20,BRK-2071
POL-004441,Northbeam General,4879,Innisfail QLD,T-W,Home,842733,Roof Tie-Down,7200.1,2023-06-05,2024-06-04,BRK-4118
POL-004442,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,2526134,Shutters Installed,8725.84,2025-08-23,2026-08-23,BRK-3390
POL-004443,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,520345,,3691.13,2024-01-25,2025-01-24,BRK-4118
POL-004444,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,2219796,Roof Tie-Down,7732.83,2024-08-27,2025-08-27,BRK-2071
POL-004445,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,14043167,,97905.78,2023-03-11,2024-03-10,
POL-004446,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,824474,Elevated Slab,2929.45,2024-10-01,2025-10-01,
POL-004447,Northbeam General,4737,Bowen QLD,Q-S,SME,1971124,Elevated Slab,10821.6,2025-02-14,2026-02-14,
POL-004448,Outback Assurance Group,4802,Townsville QLD,T-W,Home,401325,,3718.22,2024-05-23,2025-05-23,BRK-4118
POL-004449,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,715608,,6213.3,2025-03-15,2026-03-15,BRK-3390
POL-004450,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Strata,7999371,,48077.53,2024-07-21,2025-07-21,BRK-1042
POL-004451,Northbeam General,4879,Innisfail QLD,T-W,Home,284059,,2648.3,2025-09-17,2026-09-17,BRK-3390
POL-004452,Northbeam General,6721,Port Hedland WA,T-W,Home,503604,Shutters Installed,3702.14,2023-05-27,2024-05-26,BRK-1042
POL-004453,Outback Assurance Group,4810,Townsville QLD,T-W,Home,543520,Shutters Installed,4282.79,2025-03-17,2026-03-17,BRK-2071
POL-004454,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,1984800,,19104.49,2025-09-24,2026-09-24,BRK-4118
POL-004455,Northbeam General,4350,Toowoomba QLD,B-F,SME,2966796,Roof Tie-Down,4397.38,2023-05-14,2024-05-13,BRK-1042
POL-004456,Coral Coast Mutual,6714,Karratha WA,T-W,Home,588814,,5905.34,2024-09-05,2025-09-05,BRK-3390
POL-004457,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,755826,Shutters Installed,1206.23,2023-02-19,2024-02-19,BRK-1042
POL-004458,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,SME,2627437,Shutters Installed,10103.67,2024-07-23,2025-07-23,BRK-1042
POL-004459,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,607189,,5474.58,2023-04-30,2024-04-29,BRK-3390
POL-004460,Northbeam General,4720,Charters Towers QLD,L-P,SME,1918799,Shutters Installed,6644.7,2023-11-15,2024-11-14,BRK-1042
POL-004461,Northbeam General,4720,Charters Towers QLD,L-P,SME,2262549,Shutters Installed,7932.23,2023-11-06,2024-11-05,
POL-004462,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,834194,Roof Tie-Down,3192.28,2025-09-01,2026-09-01,BRK-2071
POL-004463,Northbeam General,4825,Cloncurry QLD,B-F,Home,820799,,1446.97,2024-11-26,2025-11-26,BRK-1042
POL-004464,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,386379,,2345.1,2023-09-13,2024-09-12,BRK-3390
POL-004465,Outback Assurance Group,850,Alice Springs NT,B-F,Home,591865,,1078.18,2025-09-14,2026-09-14,BRK-1042
POL-004466,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Strata,13103717,,78900.55,2025-04-10,2026-04-10,BRK-4118
POL-004467,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,794624,,7544.49,2025-04-26,2026-04-26,BRK-1042
POL-004468,Northbeam General,6000,Perth WA,B-F,SME,2779780,,4865.8,2024-02-23,2025-02-22,BRK-3390
POL-004469,Southern Cross Insurance,4802,Townsville QLD,T-W,SME,2821948,,26231.06,2023-11-04,2024-11-03,
POL-004470,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,441628,Roof Tie-Down,3596.03,2024-06-02,2025-06-02,BRK-4118
POL-004471,Coral Coast Mutual,850,Alice Springs NT,B-F,Home,293334,Shutters Installed,419.97,2024-05-14,2025-05-14,BRK-3390
POL-004472,Southern Cross Insurance,6714,Karratha WA,T-W,SME,488928,Roof Tie-Down,3669.47,2023-06-13,2024-06-12,
POL-004473,Southern Cross Insurance,4825,Mount Isa QLD,B-F,SME,1648046,,2887.32,2023-10-06,2024-10-05,BRK-2071
POL-004474,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,394167,,1708.0,2024-12-13,2025-12-13,BRK-1042
POL-004475,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,2140856,Shutters Installed,10956.74,2024-04-22,2025-04-22,
POL-004476,Outback Assurance Group,4870,Cairns QLD,T-W,SME,2101854,Elevated Slab,17586.69,2024-08-07,2025-08-07,BRK-2071
POL-004477,Southern Cross Insurance,6000,Perth WA,B-F,Home,490975,,948.75,2024-02-12,2025-02-11,BRK-1042
POL-004478,Northbeam General,850,Alice Springs NT,B-F,Home,556556,,1048.87,2025-08-12,2026-08-12,BRK-2071
POL-004479,Northbeam General,4703,Rockhampton QLD,Q-S,Home,782350,,5545.34,2023-05-26,2024-05-25,BRK-3390
POL-004480,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,260974,,462.82,2025-03-25,2026-03-25,BRK-1042
POL-004481,Outback Assurance Group,6000,Perth WA,B-F,Home,410986,,699.7,2024-02-15,2025-02-14,BRK-2071
POL-004482,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,608865,,1095.99,2023-04-13,2024-04-12,BRK-2071
POL-004483,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,362048,Elevated Slab,2026.52,2024-05-23,2025-05-23,BRK-3390
POL-004484,Northbeam General,850,Alice Springs NT,B-F,SME,941596,Roof Tie-Down,1397.54,2024-08-08,2025-08-08,BRK-3390
POL-004485,Northbeam General,4740,Mackay QLD,Q-S,Home,826411,,5612.13,2023-12-28,2024-12-27,
POL-004486,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,842552,Roof Tie-Down,1276.2,2023-01-04,2024-01-04,BRK-2071
POL-004487,Northbeam General,4802,Townsville QLD,T-W,Home,749769,Roof Tie-Down,6157.9,2024-06-01,2025-06-01,BRK-3390
POL-004488,Coral Coast Mutual,4802,Townsville QLD,T-W,Strata,12597040,Shutters Installed,110032.82,2025-07-25,2026-07-25,BRK-4118
POL-004489,Coral Coast Mutual,800,Darwin NT,T-W,Home,883715,,8640.31,2023-03-27,2024-03-26,
POL-004490,Outback Assurance Group,4810,Townsville QLD,T-W,Home,739313,Roof Tie-Down,5772.04,2025-08-16,2026-08-16,BRK-2071
POL-004491,Pacific Rim Insurance,6721,Port Hedland WA,T-W,SME,1699282,Roof Tie-Down,14859.89,2023-11-03,2024-11-02,BRK-3390
POL-004492,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1064593,,6761.36,2023-12-21,2024-12-20,BRK-3390
POL-004493,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,323494,,544.77,2024-10-30,2025-10-30,BRK-1042
POL-004494,Outback Assurance Group,850,Alice Springs NT,B-F,SME,2221348,Shutters Installed,3540.24,2024-04-17,2025-04-17,BRK-3390
POL-004495,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,1202241,Shutters Installed,6822.2,2023-07-22,2024-07-21,BRK-1042
POL-004496,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,769472,,6819.91,2025-09-24,2026-09-24,BRK-1042
POL-004497,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,675827,Shutters Installed,2534.63,2025-05-21,2026-05-21,BRK-1042
POL-004498,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,580399,,1114.7,2024-09-20,2025-09-20,
POL-004499,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,2639510,Shutters Installed,15012.84,2024-10-18,2025-10-18,
POL-004500,Southern Cross Insurance,810,Darwin NT,T-W,Home,689103,,7150.08,2024-10-03,2025-10-03,BRK-2071
POL-004501,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,319012,Roof Tie-Down,1733.97,2023-12-29,2024-12-28,
POL-004502,Northbeam General,4350,Toowoomba QLD,B-F,Home,425943,Roof Tie-Down,639.38,2024-12-12,2025-12-12,BRK-4118
POL-004503,Pacific Rim Insurance,810,Darwin NT,T-W,Home,284658,,2553.26,2025-03-11,2026-03-11,BRK-2071
POL-004504,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,531469,,1037.57,2024-10-06,2025-10-06,BRK-4118
POL-004505,Southern Cross Insurance,800,Darwin NT,T-W,SME,1413875,Roof Tie-Down,10523.62,2024-12-28,2025-12-28,BRK-1042
POL-004506,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,575833,Roof Tie-Down,3443.28,2023-09-22,2024-09-21,BRK-4118
POL-004507,Southern Cross Insurance,6714,Karratha WA,T-W,Home,263367,,2691.54,2024-10-11,2025-10-11,BRK-4118
POL-004508,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,483595,,1916.31,2023-12-04,2024-12-03,
POL-004509,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Strata,7136761,Shutters Installed,23763.98,2024-08-12,2025-08-12,BRK-4118
POL-004510,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,1754936,,3232.46,2024-12-01,2025-12-01,
POL-004511,Pacific Rim Insurance,850,Alice Springs NT,B-F,SME,745694,,1471.89,2023-09-13,2024-09-12,BRK-3390
POL-004512,Northbeam General,4870,Cairns QLD,T-W,SME,1085876,Roof Tie-Down,9192.41,2024-04-21,2025-04-21,BRK-2071
POL-004513,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,462643,Roof Tie-Down,1533.79,2024-07-30,2025-07-30,BRK-2071
POL-004514,Outback Assurance Group,4802,Townsville QLD,T-W,Home,308303,,2889.24,2025-05-12,2026-05-12,BRK-3390
POL-004515,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,576908,,5262.61,2024-04-07,2025-04-07,BRK-2071
POL-004516,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,590667,,1024.52,2024-11-05,2025-11-05,BRK-2071
POL-004517,Northbeam General,6721,Port Hedland WA,T-W,Home,670009,Shutters Installed,5539.35,2024-09-05,2025-09-05,BRK-4118
POL-004518,Pacific Rim Insurance,4740,Mackay QLD,Q-S,SME,1925404,Elevated Slab,11300.44,2023-10-02,2024-10-01,BRK-3390
POL-004519,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,492428,Shutters Installed,781.13,2024-02-14,2025-02-13,BRK-1042
POL-004520,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,868622,,8854.51,2025-03-21,2026-03-21,BRK-2071
POL-004521,Northbeam General,4700,Rockhampton QLD,Q-S,Home,483236,,3036.99,2023-07-22,2024-07-21,BRK-1042
POL-004522,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,270650,Shutters Installed,1050.14,2023-08-27,2024-08-26,BRK-1042
POL-004523,Outback Assurance Group,6714,Karratha WA,T-W,Home,468304,,4048.91,2023-08-24,2024-08-23,BRK-3390
POL-004524,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,557358,Roof Tie-Down,4733.04,2025-08-13,2026-08-13,BRK-4118
POL-004525,Northbeam General,4870,Cairns QLD,T-W,Home,450149,,4459.94,2024-04-14,2025-04-14,BRK-2071
POL-004526,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,589944,Shutters Installed,3530.53,2024-02-14,2025-02-13,BRK-1042
POL-004527,Southern Cross Insurance,810,Darwin NT,T-W,Home,350492,Roof Tie-Down,3010.71,2024-05-14,2025-05-14,BRK-1042
POL-004528,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,10366064,Shutters Installed,33706.87,2024-08-24,2025-08-24,BRK-4118
POL-004529,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,563685,Roof Tie-Down,3392.35,2024-02-07,2025-02-06,
POL-004530,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,639373,,1222.92,2025-05-26,2026-05-26,BRK-3390
POL-004531,Pacific Rim Insurance,810,Darwin NT,T-W,Home,287322,,2970.51,2025-02-28,2026-02-28,
POL-004532,Northbeam General,4825,Mount Isa QLD,B-F,Home,612030,,1190.54,2023-12-24,2024-12-23,BRK-2071
POL-004533,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,321703,Shutters Installed,2658.26,2025-06-14,2026-06-14,BRK-3390
POL-004534,Southern Cross Insurance,800,Darwin NT,T-W,Home,579314,,5347.12,2025-08-30,2026-08-30,BRK-1042
POL-004535,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,789944,Shutters Installed,2894.44,2023-05-15,2024-05-14,BRK-4118
POL-004536,Northbeam General,4879,Innisfail QLD,T-W,Home,701499,,6158.19,2024-02-25,2025-02-24,BRK-2071
POL-004537,Outback Assurance Group,4825,Mount Isa QLD,B-F,SME,1929595,,3745.42,2025-01-03,2026-01-03,BRK-2071
POL-004538,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,250813,Roof Tie-Down,380.54,2025-08-20,2026-08-20,BRK-3390
POL-004539,Outback Assurance Group,6714,Karratha WA,T-W,Home,579664,Roof Tie-Down,4781.06,2024-11-06,2025-11-06,BRK-4118
POL-004540,Southern Cross Insurance,4720,Charters Towers QLD,L-P,SME,2161720,,9252.9,2024-04-16,2025-04-16,BRK-1042
POL-004541,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,692979,Shutters Installed,5063.06,2025-08-13,2026-08-13,BRK-3390
POL-004542,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,858455,,5071.21,2025-07-27,2026-07-27,BRK-3390
POL-004543,Pacific Rim Insurance,4879,Innisfail QLD,T-W,SME,1308272,,12676.9,2024-05-12,2025-05-12,BRK-3390
POL-004544,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,872745,Roof Tie-Down,2933.2,2023-10-15,2024-10-14,
POL-004545,Pacific Rim Insurance,800,Darwin NT,T-W,Home,798408,Shutters Installed,5949.27,2025-09-17,2026-09-17,BRK-3390
POL-004546,Coral Coast Mutual,850,Alice Springs NT,B-F,SME,771594,,1396.49,2024-12-02,2025-12-02,BRK-2071
POL-004547,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Strata,7880705,Roof Tie-Down,65262.11,2024-11-07,2025-11-07,BRK-1042
POL-004548,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,833851,Elevated Slab,2998.46,2023-06-14,2024-06-13,BRK-3390
POL-004549,Outback Assurance Group,850,Alice Springs NT,B-F,Home,752443,Roof Tie-Down,1254.68,2025-01-01,2026-01-01,BRK-2071
POL-004550,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,2723542,,16330.19,2024-11-15,2025-11-15,BRK-3390
POL-004551,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,471017,Roof Tie-Down,2525.19,2023-10-17,2024-10-16,BRK-2071
POL-004552,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,280176,,1988.48,2023-08-16,2024-08-15,BRK-1042
POL-004553,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,795709,,3515.92,2024-08-21,2025-08-21,BRK-3390
POL-004554,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,547853,Shutters Installed,1997.91,2023-07-29,2024-07-28,BRK-4118
POL-004555,Outback Assurance Group,4737,Bowen QLD,Q-S,SME,2416646,Shutters Installed,12720.25,2023-02-06,2024-02-06,BRK-1042
POL-004556,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,721272,,2952.14,2025-06-08,2026-06-08,BRK-4118
POL-004557,Outback Assurance Group,6714,Karratha WA,T-W,SME,752326,,7039.87,2023-12-29,2024-12-28,BRK-3390
POL-004558,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,633194,,4380.01,2023-08-01,2024-07-31,
POL-004559,Outback Assurance Group,4350,Toowoomba QLD,B-F,Strata,2818971,Roof Tie-Down,4671.96,2024-11-02,2025-11-02,BRK-2071
POL-004560,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,283944,Roof Tie-Down,1454.18,2024-06-25,2025-06-25,BRK-2071
POL-004561,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,501895,,5025.98,2024-12-21,2025-12-21,
POL-004562,Pacific Rim Insurance,850,Alice Springs NT,B-F,SME,1239124,Roof Tie-Down,1743.97,2024-05-22,2025-05-22,BRK-1042
POL-004563,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,685875,,1137.72,2023-10-17,2024-10-16,BRK-1042
POL-004564,Southern Cross Insurance,850,Alice Springs NT,B-F,SME,834095,Roof Tie-Down,1185.19,2024-11-11,2025-11-11,BRK-3390
POL-004565,Southern Cross Insurance,810,Darwin NT,T-W,Strata,6866606,,63106.37,2023-01-25,2024-01-25,BRK-1042
POL-004566,Southern Cross Insurance,6714,Karratha WA,T-W,Home,781922,,8161.47,2025-01-07,2026-01-07,BRK-2071
POL-004567,Outback Assurance Group,4802,Townsville QLD,T-W,Home,468922,,4515.37,2024-05-22,2025-05-22,BRK-4118
POL-004568,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,391667,,2449.02,2023-04-10,2024-04-09,
POL-004569,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,545801,,3369.42,2023-08-14,2024-08-13,BRK-1042
POL-004570,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,484253,Roof Tie-Down,3764.0,2024-09-21,2025-09-21,BRK-4118
POL-004571,Coral Coast Mutual,4810,Townsville QLD,T-W,Strata,10249669,,101103.96,2025-01-01,2026-01-01,BRK-1042
POL-004572,Outback Assurance Group,800,Darwin NT,T-W,Home,682827,,6245.66,2023-10-05,2024-10-04,BRK-3390
POL-004573,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,454106,,1853.55,2024-06-18,2025-06-18,BRK-3390
POL-004574,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,724314,Shutters Installed,2729.57,2024-10-09,2025-10-09,BRK-2071
POL-004575,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,289169,Roof Tie-Down,1479.32,2025-07-07,2026-07-07,BRK-1042
POL-004576,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,723545,,5035.19,2025-09-26,2026-09-26,
POL-004577,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,793851,,5225.94,2023-02-14,2024-02-14,
POL-004578,Southern Cross Insurance,800,Darwin NT,T-W,Strata,4785047,,47932.7,2024-06-03,2025-06-03,BRK-2071
POL-004579,Southern Cross Insurance,6714,Karratha WA,T-W,Home,295554,Elevated Slab,2486.66,2025-03-31,2026-03-31,
POL-004580,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,802813,Roof Tie-Down,4482.85,2025-02-28,2026-02-28,BRK-4118
POL-004581,Outback Assurance Group,850,Alice Springs NT,B-F,Home,833924,Roof Tie-Down,1245.69,2023-07-18,2024-07-17,BRK-3390
POL-004582,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,891203,,1547.36,2024-07-18,2025-07-18,BRK-4118
POL-004583,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,417846,Roof Tie-Down,3576.04,2023-09-23,2024-09-22,BRK-2071
POL-004584,Northbeam General,810,Darwin NT,T-W,Home,661971,,5900.58,2023-03-14,2024-03-13,BRK-3390
POL-004585,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,634818,Roof Tie-Down,3185.78,2025-08-23,2026-08-23,
POL-004586,Pacific Rim Insurance,800,Darwin NT,T-W,Strata,4558518,Roof Tie-Down,35928.5,2024-01-25,2025-01-24,BRK-2071
POL-004587,Pacific Rim Insurance,800,Darwin NT,T-W,Strata,12138182,,121360.5,2024-11-16,2025-11-16,BRK-1042
POL-004588,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,526503,Roof Tie-Down,4212.57,2025-03-12,2026-03-12,
POL-004589,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,356887,,1593.23,2025-04-03,2026-04-03,BRK-4118
POL-004590,Pacific Rim Insurance,810,Darwin NT,T-W,SME,1986978,,20599.37,2024-11-23,2025-11-23,
POL-004591,Northbeam General,810,Darwin NT,T-W,SME,2116338,,20347.27,2024-11-16,2025-11-16,BRK-2071
POL-004592,Northbeam General,6721,Port Hedland WA,T-W,Home,524552,Roof Tie-Down,3878.68,2023-04-06,2024-04-05,
POL-004593,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,839680,Roof Tie-Down,1319.01,2023-11-16,2024-11-15,
POL-004594,Southern Cross Insurance,6714,Karratha WA,T-W,Strata,5883185,,52051.41,2024-10-13,2025-10-13,
POL-004595,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1699050,,10628.18,2023-02-09,2024-02-09,BRK-1042
POL-004596,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,538243,,2392.81,2025-04-06,2026-04-06,
POL-004597,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,777778,,5013.87,2023-08-06,2024-08-05,BRK-2071
POL-004598,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,620868,Shutters Installed,5277.15,2024-02-04,2025-02-03,BRK-1042
POL-004599,Outback Assurance Group,6714,Karratha WA,T-W,Home,409872,,3860.86,2024-11-08,2025-11-08,BRK-1042
POL-004600,Outback Assurance Group,4810,Townsville QLD,T-W,Home,530734,Roof Tie-Down,3880.53,2023-08-08,2024-08-07,BRK-1042
POL-004601,Outback Assurance Group,6000,Perth WA,B-F,Home,893235,,1743.24,2024-06-21,2025-06-21,BRK-2071
POL-004602,Outback Assurance Group,4870,Cairns QLD,T-W,Home,888015,Shutters Installed,6606.45,2023-08-23,2024-08-22,BRK-3390
POL-004603,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,674170,Roof Tie-Down,5948.54,2023-03-14,2024-03-13,BRK-1042
POL-004604,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,722824,Roof Tie-Down,2503.37,2025-08-20,2026-08-20,BRK-4118
POL-004605,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,665841,,1136.54,2024-12-02,2025-12-02,BRK-4118
POL-004606,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,675770,,1251.42,2023-10-30,2024-10-29,
POL-004607,Southern Cross Insurance,800,Darwin NT,T-W,Home,289271,Shutters Installed,2283.77,2023-10-23,2024-10-22,BRK-1042
POL-004608,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,796364,Shutters Installed,4311.92,2024-09-05,2025-09-05,BRK-1042
POL-004609,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,862240,,1650.22,2024-08-28,2025-08-28,
POL-004610,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,262705,Roof Tie-Down,1012.54,2023-09-10,2024-09-09,BRK-2071
POL-004611,Southern Cross Insurance,800,Darwin NT,T-W,Home,728145,Roof Tie-Down,6230.13,2023-01-05,2024-01-05,BRK-4118
POL-004612,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,482703,,3234.11,2023-11-17,2024-11-16,BRK-3390
POL-004613,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,288768,,2712.65,2023-04-16,2024-04-15,BRK-1042
POL-004614,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,693677,,1331.56,2023-02-07,2024-02-07,BRK-4118
POL-004615,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,531070,,4829.85,2023-03-30,2024-03-29,BRK-1042
